transcription	normalisation	flag
ཉིནགཚོཌ	ཉིན་ཞག་ཚོགས	1
ཉིནག	ཉིན་ཞག	1
ཉིནད	ཉིན་ཞད	1
ཉིནཁོར	ཉིན་འཁོར	1
ཉིནྱོངས	ཉིན་འཁྱོངས	1
ཉིནགྱྃས	ཉིན་འགྱངས	1
ཉིནཕུལ	ཉིན་འཕུལ	1
ཉྐིན	ཉིན་རྐུན	1
ཉིནསེ	ཉིན་རྗེས	1
ཉིནྟར	ཉིན་ལྟར	1
ཉིནྐར	ཉིན་སྐར	1
ཉིནྲེལ	ཉིན་སྦྲེལ	1
ཉྲིབ	ཉིན་སྲིབ	1
ཉིལི	ཉིལ་ཉིལ	1
ཉིལིི	ཉིལ་ལི་ལི	1
ཉིལེ	ཉིལ་ལེ	1
ཉིསྑྲི	ཉིས་ཁྲི	1
ཉིསྠོག	ཉིས་ཐོག	1
ཉིསདྱ	ཉིས་བརྒྱ	1
ཉིསརྩེཌ	ཉིས་བརྩེགས	1
ཉིསློས	ཉིས་ཟློས	1
ཉིསྒྱུར	ཉིས་འགྱུར	1
ཉིསྲེལལོག	ཉིས་འབྲེལ་ཤོག	1
ཉིསྼི	ཉིས་རི	1
ཉིསྲྕིནྃ	ཉིས་རིམ་ཅན	1
ཉིསྒྱུ	ཉིས་རྒྱུ	1
ཉླིས	ཉིས་ལས	1
ཉིསླེན	ཉིས་ལེན	1
ཉིསློག	ཉིས་ལོག	1
ཉིསྡབ	ཉིས་ལྡབ	1
ཉིསྐལ	ཉིས་སྐལ	1
ཉིསྐུལ	ཉིས་སྐུལ	1
ཉིསྐྲ	ཉིས་སྐྲ	1
ཉིསྒྲིྃ	ཉིས་སྒྲིམ	1
ཉིསྟོང་	ཉིས་སྟོང་	1
ཉིསྦྲཌ	ཉིས་སྦྲགས	1
ཉིསྦྲེལ	ཉིས་སྦྲེལ	1
ཉུགྙུག	ཉུག་ཉུག	1
ཉུངུ་	ཉུང་ངུ་	1
ཉུངུར	ཉུང་ངུར	1
ཉུངེ་	ཉུང་ངེ་	1
ཉུཾནིག	ཉུང་ཉིན་ཞག	1
ཉུངང་	ཉུང་ཉུང་	1
ཉུངརྣག	ཉུང་དཀར་ནག	1
ཉུངར	ཉུང་དཀར	1
ཉུངག	ཉུང་ནག	1
ཉུངྃ	ཉུང་མ	1
ཉུངཉྃ	ཉུང་མཉམ	1
ཉུངཐའོ	ཉུང་མཐོའོ	1
ཉུངཙྃ	ཉུང་ཙམ	1
ཉུངཟད	ཉུང་ཟད	1
ཉུངྴས	ཉུང་ཤས	1
ཉུངཤྱེར	ཉུངས་གཤེར	1
ཉུངསར	ཉུངས་དཀར	1
ཉུལྙུལ	ཉུལ་ཉུལ	1
ཉུལོ	ཉུལ་བོ	1
ཉུལྱེདབྖག	ཉུལ་བྱེད་འདབ་ཆག	1
ཉུལྃ	ཉུལ་མ	1
ཉུལེ	ཉུལ་ལེ	1
ཉྖེར	ཉེ་ཆར	1
ཉེོན	ཉེ་ཉོན	1
ཉེགའ	ཉེ་དགའ	1
ཉེབང་	ཉེ་དབང་	1
ཉེུ	ཉེ་དུ	1
ཉྲེུང་	ཉེ་དྲུག	1
ཉེའི	ཉེ་བའི	1
ཉེའིཔུང་	ཉེ་བའི་དུང་	1
ཉེའིྃཚྃསདེ	ཉེ་བའི་མཚམས་མེད	1
ཉེའིཚལ	ཉེ་བའི་ཚལ	1
ཉེའིཆི	ཉེ་བའི་འཆི	1
ཉེའིཇིག	ཉེ་བའི་འཇིག	1
ཉེའི	ཉེ་བའི	1
ཉེརནྱས	ཉེ་བར་གནས	1
ཉེརྱེད	ཉེ་བར་བྱེད	1
ཉེརྃཚན	ཉེ་བར་མཚན	1
ཉེརྃཚོན	ཉེ་བར་མཚོན	1
ཉེརཕརགྲོ	ཉེ་བར་འཕར་འགྲོ	1
ཉེརྱུ	ཉེ་བར་རྒྱུ	1
ཉེརསྤྱོད	ཉེ་བར་སྤྱོད	1
ཉེར	ཉེ་བར	0
ཉེཐོྃང་	ཉེ་མཐོང་	1
ཉཚན	ཉེ་ཚན	1
ཉེཚིག	ཉེ་ཚིག	1
ཉྮོདེྃར	ཉེ་ཞོ་མེད་པར	1
ཉྮོསབེནིང་	ཉེ་ཞོས་དབེན་ཞིང་	1
ཉེཁོན	ཉེ་འཁོན	1
ཉེརོ	ཉེ་འཁོར	1
ཉེགྲྃ	ཉེ་འགྲམ	1
ཉེདབསུ	ཉེ་འདབས་སུ	1
ཉྱཻད	ཉེ་འབྱེད	1
ཉྲཻལ	ཉེ་འབྲེལ	1
ཉེངི་	ཉེ་རིང་	1
ཉེརིང་	ཉེ་རིང་	1
ཉེ་རྒྱུད	ཉེ་རྒྱུད	1
ཉེངི་	ཉེ་ཤིང་	1
ཉྐེརོ	ཉེ་སྐོར	1
ཉྐྱེརོ	ཉེ་སྐྱོར	1
ཉྔེནོ	ཉེ་སྔོན	1
ཉེདང་	ཉེད་དང་	1
ཉེནྑ	ཉེན་ཁ	1
ཉེནྱིས	ཉེན་གྱིས	1
ཉྯེནོ	ཉེན་ཟོན	1
ཉེནགོག	ཉེན་འགོག	1
ཉེནྒྲིབ	ཉེན་སྒྲིབ	1
ཉེརིག	ཉེར་གཅིག	1
ཉེར༡	ཉེར་གཅིག	1
ཉྲེ་གཅིག	ཉེར་གཅིག	1
ཉཻརར	ཉེར་ཉེར	1
ཉེརྠབེ	ཉེར་ཐུབ	1
ཉེརསཌ	ཉེར་བསགས	1
ཉེརསྐྲུན	ཉེར་བསྐྲུན	1
ཉེརསྒྱུར	ཉེར་བསྒྱུར	1
ཉེརསྡོཌ	ཉེར་བསྡོགས	1
ཉེརྮི	ཉེར་ཞི	1
ཉེརཁུྃ	ཉེར་འཁུམ	1
ཉེརཇོག	ཉེར་འཇོག	1
ཉེརབྲོས	ཉེར་འབྲས་སོ	1
ཉེརཚེ	ཉེར་འཚེ	1
ཉེརཛིན	ཉེར་འཛིན	1
ཉླེརནྱི	ཉེར་ལེན་གྱི	1
ཉྲེལྔའི	ཉེར་ལྔ་བའི	1
ཉྲེལྔ	ཉེར་ལྔ	1
ཉྲེ་ལྔ	ཉེར་ལྔ	1
ཉེརསྐྱེད	ཉེར་སྐྱེད	1
ཉེརྱ྄ོད	ཉེར་སྤྱད	1
ཉེརྱ྄ོད	ཉེར་སྤྱོད	1
ཉེརྦས	ཉེར་སྦས	1
ཉེསུྃཇོྃས	ཉེས་གསུམ་འཇོམས	1
ཉེསྕན	ཉེས་ཅན	1
ཉེསྖད	ཉེས་ཆད	1
ཉེསྖར	ཉེས་ཆར	1
ཉེསངུལ	ཉེས་དངུལ	1
ཉེསམིཌ	ཉེས་དམིགས	1
ཉེསཤད	ཉེས་བཤད	1
ཉེསྱས	ཉེས་བྱས	1
ཉེསྃདེ	ཉེས་མེད	1
ཉེསཚབས	ཉེས་ཚབས	1
ཉེསགེལ	ཉེས་འགེལ	1
ཉེསགོག	ཉེས་འགོག	1
ཉེསརྩདྖོད	ཉེས་རྩད་ཆོད	1
ཉླེས	ཉེས་ལས	1
ཉེསྟུང་	ཉེས་ལྟོང་	1
ཉེསྐྱེན	ཉེས་སྐྱོན	1
ཉེསྤྱོོད	ཉེས་སྤྱོད	1
ཉྖོ	ཉོ་ཆ	1
ཉྖོས	ཉོ་ཆས	1
ཉོཚོང་	ཉོ་ཚོང་	1
ཉྲཽཌ	ཉོ་རོགས	1
ཉྒྲོུབ	ཉོ་སྒྲུབ	1
ཉོགེངདུགོ	ཉོག་གེ་གང་འདུག་གོ	1
ཉཽངས	ཉོང་མོངས	1
ཉྲཽད	ཉོད་རོད	1
ཉོནྕིག	ཉོན་ཅིག	1
ཉོན་༡	ཉོན་ཅིག	1
ཉཽནངསྱིདྲུག	ཉོན་མོངས་ཀྱི་རྒྱུ་དྲུག	1
ཉོནོྃངསྱི	ཉོན་མོངས་ཀྱི	1
ཉཽནངསྕནྱི	ཉོན་མོངས་གྱི	1
ཉོནོྃདྕིག	ཉོན་མོངས་ཅིག	1
ཉཽངསྃདེང་	ཉོན་མོངས་མེད་དང་	1
ཉཽངསྃདེའི	ཉོན་མོངས་མེད་པའི	1
ཉོོོོོོོོནངས	ཉོན་མོངས་ཚོགས་བཅོམ་མགོན་པོ་ཁྱོད་མཆོད	1
ཉོངོས	ཉོན་མོངས	1
ཉཽནངཾས	ཉོན་མོངས	1
ཉོནོངས	ཉོན་མོངས	1
ཉོོངས	ཉོན་མོངས	1
ཉེནོྃངས	ཉོན་མོངས	1
ཉོངསོ	ཉོན་མོངས	1
ཉོངོྃས	ཉོན་མོངས	1
ཉཽྃངས	ཉོན་མོངས	1
ཉོངོྃས	ཉོན་མྱོངས	1
ཉཽབ	ཉོབ་ཉོབ	1
ཉོབེ	ཉོབ་བེ	1
ཉྠོབི	ཉོབ་འཐིབ	1
ཉོསའི	ཉོས་པའི	1
ཏཾཁྲོའྃ	ཏང་ཁྲ་བོའམ	1
ཏཱན་ཏཱིག	ཏན་ཏན་ཏིག་ཏིག	1
ཏིགིས	ཏིག་གིས	1
ཏིངེཛིན	ཏིང་ངེ་འཛིན	1
ཏེངཛིན	ཏིང་ངེ་འཛིན	1
ཏིངི༹ན	ཏིང་ངེ་འཛིན	1
ཏིངེ༹ནི	ཏིང་ངེ་འཛིན	1
ཏིིིངིིིནིིི	ཏིང་འཛིན་ཇི་བཞིན་རིག་ཅིང་གཟིགས་ཤིང་འཛིན	1
ཏིང༹ནི	ཏིང་འཛིན	1
ཏིངི་ན༹	ཏིང་འཛིན	1
ཏིངིན༹	ཏིང་འཛིན	1
ཨིངི༹ན	ཏིང་འཛིན	1
ཏིངག	ཏིང་ཤག	1
ཏིངགས	ཏིང་ཤགས	1
ཏུཤར	ཏུ་ཤར	1
ཏོགི་བླཽས	ཏོག་གི་བློ་གྲོས	1
ཏྲེསམ	ཏྲེས་སམ	1
ཚ་ཞང་	ཐ་བོ་དང་ཞང་པོ	1
ཐྯེཾར	ཐ་མ་ཟེར	1
ཐགཅོད་པ	ཐག་གཅོད་པ	1
ཐགིས	ཐག་གིས	1
ཐགྕུངྯད	ཐག་ཅུང་ཟད	1
ཐགྣི	ཐག་ནི	1
ཐགྱེདཀ	ཐག་ཕྱེད་ཀ	1
ཐགྶྐུད	ཐག་སྐུད	1
ཐུདཾང་	ཐགས་དམ་བསྐང་	1
ཐྱདམ	ཐགས་དམ་བསྐང་	1
ཐངཾ	ཐང་མ	1
ཐྴིང་	ཐང་ཤིང་	1
ཐདྐ	ཐད་ཀ	1
ཐདུ	ཐད་དུ	1
ཐདྲང་	ཐད་དྲང་	1
ཐདྶོ	ཐད་སོ	1
ཐནོ	ཐན་ཐོན	1
ཐབསྱི	ཐབས་ཀྱི	1
ཐབསྱ་ཇུསྟོང་	ཐབས་བརྒྱ་ཇུས་སྟོང་	1
ཐབཾས	ཐབས་མཁས	1
ཐབེས	ཐབས་ཤེས	1
ཐབེས	ཐབས་ཤེས	1
ཐབསུ	ཐབས་སུ	1
ཐབསུ	ཐབས་སུ	1
ཐམོ	ཐམ་ཐོམ	1
ཐཾ་པ	ཐམ་པ	1
ཐཾཔ	ཐམ་པ	1
ཐཾ	ཐམ	1
ཐྃདི	ཐམས་ཅད་ཀྱི	1
ཐྃདགེ	ཐམས་ཅད་དགེ	1
ཐཾད་མྱེན་པ	ཐམས་ཅད་མཁྱེན་པ	1
ཐྃདསྐྱོབ	ཐམས་ཅད་སྐྱོབ	1
ཐྃད	ཐམས་ཅད	1
ཐསྩཾད	ཐམས་ཅད	1
ཐཾཨད	ཐམས་ཅད	1
ཐརོ	ཐར་ཐོར	1
ཐརུ	ཐར་ནུ	1
ཐརའི	ཐར་པའི	1
ཐལོཾ	ཐལ་མོ	1
ཐལྱུར	ཐལ་འགྱུར	1
ཐལྕག	ཐལ་ལྕག	1
ཐིགདབ	ཐིག་གདབ	1
ཐིགདེབསྱེདཾ	ཐིག་འདེབས་བྱེད་ཀྱི	1
ཐིགེ	ཐིག་ལེ	1
ཐིགླེ	ཐིག་ལེ	1
ཐིེག	ཐིག་ལེ	1
ཐིཾ་པ	ཐིམ་པ	1
ཐིམོ	ཐིམ་མོ	1
ཐིཞེསརྡོཚན	ཐིམ་ཞེས་རྡོ་ཚན	1
ཐྱར	ཐུགས་ཀར	1
ཐུགིས	ཐུགས་ཀྱིས	1
ཐུགོངས	ཐུགས་དགོངས	1
ཐྱདཾན	ཐུགས་དམ་ཅན	1
ཐུཾདང་	ཐུགས་དམ་བསྐང་	1
ཐྱདཾང་	ཐུགས་དམ་བསྐང་	1
ཐུཊཾ	ཐུགས་དམ	1
ཐྱདཾ	ཐུགས་དམ	1
ཐྱར	ཐུགས་དཀར	1
ཐུགསེ༹	ཐུགས་བརྩེ	1
ཐུཊེ༹	ཐུགས་བརྩེ	1
ཐེུ༹གས	ཐུགས་བརྩེ	1
ཐེུག༹ས	ཐུགས་བརྩེ	1
ཐེུ༹ཊ	ཐུགས་བརྩེ	1
ཐེུགས་ཆེནོ	ཐུགས་རྗེ་ཆེན་པོ	1
ཐཻུནོ	ཐུགས་རྗེ་ཆེན་པོ	1
ཐྱོེེན	ཐུགས་རྗེ་ཆེན་པོ	1
ཐྱེེོནའི	ཐུགས་རྗེ་ཆེན་པོའི	1
ཐུཊེ	ཐུགས་རྗེ	1
ཐེུགས	ཐུགས་རྗེ	1
ཐེུཊ	ཐུགས་རྗེ	1
ཐྱེ	ཐུགས་རྗེ	1
ཐྱེའི	ཐུགས་རྗེའི	1
ཐྱེས	ཐུགས་རྗེས	1
ཐུཊེའི	ཐུགས་ལེགས་པའི	1
ཐུཊེ་རིནེ	ཐུགས་ལེགས་རིན་ཆེན	1
ཐུཊེ	ཐུགས་ལེགས	1
ཐུཊ	ཐུགས	1
ཐུཌ	ཐུགས	1
ཐུཌ	ཐུགས	1
ཐྱས	ཐུགས	1
ཐཱུང་	ཐུང་ཐུང་	1
ཐུངཉཾ	ཐུང་མཉམ	1
ཐུནསྱེང་	ཐུན་གསེང་	1
ཐུནྲུག	ཐུན་དྲུག	1
ཐུནརུ	ཐུན་བར་དུ	1
ཐུནི	ཐུན་བཞི	1
ཐིུན	ཐུན་བཞི	1
ཐུནཾཚྣྃས	ཐུན་མཚམས་ནས	1
ཐུནཾ༹ས	ཐུན་མཚམས	1
ཐིུན	ཐུན་མིན	1
ཐོུངསོ	ཐུན་མོང་ཆོས	1
ཐུནོཾང་	ཐུན་མོང་	1
ཐོུང་	ཐུན་མོང་	1
ཐུནོང་	ཐུན་མོང་	1
ཐུནཾཨོངས	ཐུན་མོངས	1
ཐུབེན	ཐུབ་ཆེན	1
ཐེུན	ཐུབ་ཆེན	1
ཐུབང་	ཐུབ་དང་	1
ཐུབང་	ཐུབ་དབང་	1
ཐུབསྟན	ཐུབ་བསྟན	1
ཐུབོ	ཐུབ་བོ	1
ཐུབོ༹ད	ཐུབ་ཚོད	1
ཐུརཔྱདར	ཐུར་དཔྱད་བར	1
ཐེོཾད	ཐེ་ཚོམ་མེད	1
ཐོེེདཾ	ཐེ་ཚོམ་མེད	1
ཐེོཾ	ཐེ་ཚོམ	1
ཐོེ	ཐེ་ཚོམ	1
ཐེགེན	ཐེག་ཆེན	1
ཐེེགན	ཐེག་ཆེན	1
ཐེགན	ཐེག་དམན	1
ཐེགའིཇུགྶྒོ	ཐེག་པའི་འཇུག་སྒོ	1
ཐེགའི	ཐེག་པའི	1
ཐྲེངས	ཐེའུ་རངས	1
ཐཻར	ཐེར་ཐེར	1
ཐེརང་	ཐེར་རང་	1
ཐེརྨུཌ	ཐེར་རྨུགས	1
ཐེལེ༹	ཐེལ་ཚེ	1
ཐོང་	ཐོ་དང་	0
ཐྲོངེས	ཐོ་རེངས	1
ཐྲོེངས	ཐོ་རེངས	1
ཐོགིས	ཐོག་གིས	1
ཐོགུ	ཐོག་གུ	1
ཐོགྠག	ཐོག་ཐག	1
ཐོགྃ	ཐོག་མ	1
ཐོགཾར	ཐོག་མར	1
ཐོགེཾད	ཐོག་མེད	1
ཐོཨེགད	ཐོག་མེད	1
ཐོཊེཾད་ཀྱིས༹དའི	ཐོགས་མེད་ཀྱིས་མཛད་པའི	1
ཐོཊེཾད	ཐོགས་མེད	1
ཐོགསོ	ཐོགས་སོ	1
ཐོཌ	ཐོགས	1
ཐྲོག	ཐོད་ཁྲག	1
ཐྲོདག	ཐོད་ཁྲག	1
ཐོདག	ཐོད་ཁྲག	1
ཐྲོག	ཐོད་ཁྲག	1
ཐོདར	ཐོད་གར	1
ཐཽད	ཐོད་ཐོད	1
ཐྲོེང་	ཐོད་ཕྲེང་	1
ཐྲོདེང༹ལ	ཐོད་ཕྲེང་ཚལ	1
ཐྲོེདང༹ལ	ཐོད་ཕྲེང་རྩལ	1
ཐྲདོེང་	ཐོད་ཕྲེང་	1
ཐོནྲི	ཐོན་དྲི	1
ཐོབུས	ཐོབ་དུས	1
ཐོབའི	ཐོབ་པའི	1
ཐོབརོག	ཐོབ་པར་ཤོག	1
ཐབཽརག	ཐོབ་པར་ཤོག	1
ཐོབར	ཐོབ་པར	1
ཐོབྱ	ཐོབ་བྱ	1
ཐོམུ	ཐོམ་བུ	1
ཐོུར༹ག	ཐོར་གཙུག	1
ཐོརོག	ཐོར་ཅོག	1
ཐོསི༹ན	ཐོས་འཛིན	1
དཀུབ	དཀའ་ཐུབ	1
དཀའང་	དཀའ་དང་	0
དཀའི	དཀའ་བའི	1
དཀའགྲེལ	དཀའ་འགྲེལ	1
དཀྲེལ	དཀའ་འགྲེལ	1
དཀྱད	དཀའ་སྤྱད	1
དཀའྱ྄ད	དཀའ་སྤྱོད	1
དཀརྖག	དཀར་ཆག	1
དཀརགིས	དཀར་ནག་གིས	1
དཀརོ	དཀར་པོ	1
དཀོར	དཀར་བོ	1
དཀོཊ	དཀར་ཕྱོགས	1
དཀྱོགས	དཀར་ཕྱོགས	1
དཀརེ	དཀར་མེ	1
དཀརཾཨོ	དཀར་མོ	1
དཀརིངགྲོསཟང་	དཀར་ཞིང་འགྲོས་བཟང་	1
དཀརོལ	དཀར་ཡོལ	1
དཀོལ	དཀར་ཡོལ	0
དཀརྩི	དཀར་རྩི	1
དཀཽག	དཀོན་ཅོག	1
དཀོནོ	དཀོན་ནོ	1
དཀཽན	དཀོན་པོ	1
དཀཽག	དཀོན་མཆོག	1
དཀོག	དཀོན་མཆོག	0
དཀཽགསུཾ་ལ་སྐྱབསུ་མཆི	དཀོན་མཆོག་གསུམ་ལ་སྐྱབས་སུ་མཆི	1
དཀཽགསུཾ	དཀོན་མཆོག་གསུམ	1
དཀཽནགསུཾ	དཀོན་མཆོག་གསུམ	1
དཀོོག	དཀོན་མཆོག	1
དཀཽན	དཀོན་མོ	1
རྐོན	དཀོན	1
དཀོརཉྱེར	དཀོར་གཉེར	1
དཀཽར	དཀོར་ནོར	1
དཀོོར	དཀོར་ནོར	1
དཀྱིུང་	དཀྱིལ་ཀྲུང་	1
སྐྱིུང་	དཀྱིལ་དཀྲུང་	1
དཀྱིལོར་རྒྱོཾ	དཀྱིལ་འཁོར་རྒྱ་མཚོ	1
དཀྱིརོ	དཀྱིལ་འཁོར	1
དཀྱིལོར	དཀྱིལ་འཁོར	1
དཀྱོིར	དཀྱིལ་འཁོར	1
དཀྱོིལར	དཀྱིལ་འཁོར	1
དིརོ	དཀྱིལ་འཁོར	1
དོིར	དཀྱིལ་འཁོར	1
དལ	དཀྱིལ	0
དཀྲུཾའ	དཀྲུམ་མདའ	1
ཀྲོངསོ	དཀྲོངས་སོ	1
དགིས	དག་གིས	1
དགྱེད	དག་བྱེད	0
དགྃཚས	དག་མཚམས	1
དགགཞག	དགག་གཞག	1
དགབྱ	དགབ་བྱ	1
དགཱའ	དགའ་དགའ	1
དགའི	དགའ་བའི	1
དགའོྃད	དགའ་མེད	1
དག༹ལ	དགའ་ཚལ	1
དགའཁྱིལ	དགའ་འཁྱིལ	1
འགྱིལ	དགའ་འཁྱིལ	1
དགའདུན	དགའ་འདུན	1
དགའོ	དགའ་འོ	1
དགའྡན	དགའ་ལྡན	1
དགྲོ	དགའ་སྤྲོ	0
དགུཏོར	དགུ་གཏོར	1
དགིུ༹ཊ	དགུ་ཚིགས	1
དགིུག	དགུང་ཐིག	1
དགུམོ	དགུམ་མོ	1
དགིུར	དགུའི་བར	1
དགེཡོག	དགེ་གཡོག	1
དགེོམས	དགེ་གོམས	1
དགེ་སྡིག	དགེ་བ་དང་སྡིག་པ	0
དགེ་བཱི	དགེ་བའི	1
དགེར	དགེ་བར	1
དགེེེེེེེ	དགེ་བཤེས་པེང་གེ་བྲེ་རེ་ཁྱེར	1
དགེསེ	དགེ་བཤེས	1
དགེེས	དགེ་བཤེས	1
དགཻན	དགེ་བསྙེན	1
དགེནྙེ	དགེ་བསྙེན	1
དགྙེེན	དགེ་བསྙེན	1
དགེ༹ན	དགེ་མཚན	1
དགེུ༹ལ	དགེ་ཚུལ	1
དགེུནཉུགརྃ	དགེ་འདུན་གཉུག་མར	1
དགེུན	དགེ་འདུན	1
དགེུན	དགེ་འདུན	1
དགེརྩ	དགེ་རྩ	1
དགེུགས	དགེ་ལུགས	1
དགེུཊ	དགེ་ལུགས	1
དགྲེུབ	དགེ་སྒྲུབ	1
དགླེངོཾ	དགེ་སློང་མ	1
དགེངོ་	དགེ་སློང་	1
དགླེངོ་	དགེ་སློང་	1
དགླེོང་	དགེ་སློང་	1
དགློེང་	དགེ་སློང་	1
