transcription	normalisation
ནངཁྲོལྥོ་	ནང་ཁྲོལ་ཕོ་
ནངསྱེསྐུལླ	ནང་གསེས་སྐུལ་ལ
ནངུ	ནང་དུ
ནངཚནོ	ནང་ཚན་ནོ
ནངློག	ནང་སློག
ནངར	ནངས་པར
ནདནྱིཛེཾ་	ནད་ཅན་གྱི་འཛེམ་
ནདྲག་པ	ནད་དྲག་པ
ནྟན	ནན་ཏན
ནབསོ	ནབས་སོ
ནམྲུ	ནམ་གྲུ
ནྲུཾ	ནམ་གྲུ
ནཾཁའོ༹ད	ནམ་མཁའ་མཛོད
ནཾཁའ་རྒྱལ༹ན	ནམ་མཁའ་རྒྱལ་མཚན
ནམཁའ	ནམ་མཁའ
ནཾཁའ	ནམ་མཁའ
ནཾའ	ནམ་མཁའ
ནཾཁ	ནམ་མཁའ
ནཾཁའི	ནམ་མཁའི
ནམཐོང	ནམ་མཐོང
ནཾཟླ	ནམ་ཟླ
ནཾ་ལངས	ནམ་ལངས
ནཾངས	ནམ་ལངས
ནླྃངས	ནམ་ལངས
ནྃ	ནམ
ནཾས	ནམས
ནཱར	ནར་ནར
ནལོ	ནལ་ནོལ
ནསྱང་	ནས་ཀྱང་
ནསྠུ	ནས་ཐུ
ནསྠོན	ནས་ཐོན
ནསྱས	ནས་བྱས
ནསཾཆན	ནས་མཆན
ནསྃཉེས	ནས་མཉེས
ནསཐུནར	ནས་མཐུན་པར
ནསཚུར	ནས་ཚུར
ནསྲོ	ནས་འགྲོ
ནསདེཌཀའ	ནས་འདེགས་དཀའ
ནིསྤྱིའིལེར	ནི་སྤྱིའི་ལེ་བར
ཉིནྲིབྲིབཁྱག	ནིན་སྲིབ་སྲིབ་འཁྱག
ནོུ	ནུ་བོ
ནོུཾ	ནུ་མོ
ནུབྱོགས	ནུབ་ཕྱོགས
ནོུགས	ནུབ་ཕྱོགས
ནོུཊ	ནུབ་ཕྱོགས
ནུབྱ	ནུབ་བྱ
ནུབྱང༌	ནུབ་བྱང
ནུབྃ་	ནུབ་མ་
ནཱུར	ནུར་ནུར
ཉུལླསྱངཏྱཾ་	ནུལ་ལ་གསང་གཏམ་
ནུས	ནུས
ནེའུསྱིང	ནེའུ་གསིང
ནེའྠོུགྯེར	ནེིའུ་ཐོག་ཟེར
ནོངསྤྱོད	ནོངས་སྤྱོད
ནོམྱག	ནོམ་ཉུག
ནོཾ	ནོམ
ནོུར	ནོར་བུ
ནོརུ	ནོར་བུ
ནོརུའི	ནོར་བུའི
ནོརི༹ན	ནོར་འཛིན
ནོརྒྱུན་མ	ནོར་རྒྱུན་མ
ནོརྩེན	ནོར་རྩེན
ནོརྫས	ནོར་རྫས
ནོརྲིཁཾན	ནོར་སྲི་མཁན
ནོརྲིད	ནོར་སྲིད
པྯྱ	པ་གཟུགས
པྒལ	པ་གལ
པསྱགྱུར	པ་གསག་འགྱུར
པྕནང	པ་ཅན་གནང
པྕན	པ་ཅན
པྖེ་	པ་ཆེ་
པྖེནེའི	པ་ཆེན་པོའི
པང	པ་དང
པདཀརཾ	པད་དཀར་མ
པདཀར	པད་དཀར
པྣས	པ་ནས
པྣི་	པ་ནི་
པདེའི་	པ་བདེ་བའི་
པྱ	པ་བྱ
པྃཉེནོྃ་	པ་མཉེན་མོ་
པེཾད	པ་མེད
པཚ་	པ་ཚ་
པྮན	པ་ཞན
སྮིག	པ་ཞིག
པྯསྱི་	པ་ཟས་ཀྱི་
པྱང	པ་འཕྱང
ཕླ	པ་ལ
པྶྟེ་	པ་སྟེ་
པྶྟོང	པ་སྟོང
པསྨན	པ་སྨན
པྲོདིགཾ	པ་སྲོད་ཅིག་གམ
པཌ་	པགས་
པཌའི	པགས་པའི
པཌ	པགས
པདཀཏྱི	པད་དཀར་གྱི
པདྃཀརོའི	པདྨ་དཀར་བོའི
པདྨ	པད་མ
པདྨསྶྤྲས	པདྨས་སྤྲས
པདྨོ	པད་མོ
པཎེ	པཎ་ཆེན
པཎེན	པཎ་ཆེན
པང	པའང
པའཾ	པའམ
པཱི	པའི
པརྠང	པར་ཐང
པརུ	པར་དུ
ཕྲིན	པར་ཕྱིན
སཔྃགྱུརར	པས་མ་འགྱུར་བར
པསྷོ་	པས་ལྷོ་
པཱི	པི་པི
པླིང༌	པི་ལིང༌
པུསོ	པུས་མོ
པོི	པོ་ཏི
པྣོི་	པོ་ནི་
ཕྱགྣ	པྱག་ན
པྲགི	པྲག་པྲིག
ཕཾའི	ཕ་མའི
ཕེསཾ	ཕ་མེས
ཕལོ	ཕ་རོལ
ཕལོྲ	ཕ་རོལ
ཕྲོལ	ཕ་རོལ
ཕལོགསུ	ཕ་ལོགས་སུ
ཕལོཊུ	ཕ་ལོགས་སུ
ཕགི་ལོ	ཕག་གི་ལོ
ཕངུ	ཕང་ཕུང
ཕངསུ	ཕངས་སུ
ཕནོད	ཕན་གནོད
ཕནོཊ	ཕན་ཐོགས
ཕནོབ	ཕན་ཐོབ
ཕནོ	ཕན་ནོ
ཕནུ	ཕན་ཕུན
ཕུ༹ན	ཕན་ཚུན
ཕུཚན	ཕན་ཚུན
ཕྱནོ	ཕན་ཡོན
ཕབའྡིེའོ་	ཕབ་པའི་སྡེའོ་
ཕཾ་པ	ཕམ་པ
ཕྲིན་ཾཏྱོའི	ཕར་ཕྱིན་མ་གཏོགས་པའི་
ཕུ༹ར	ཕར་ཚུར
ཕལེན	ཕལ་ཆེན
ཕལེར	ཕལ་ཆེར
ཕལོེ	ཕལ་མོ་ཆེ
ཕོུ	ཕུ་བོ
ཕུགསུ	ཕུགས་སུ
ཕུངར	ཕུང་པར
ཕུངོ༌	ཕུང་པོ
ཕོུང	ཕུང་པོ
ཕོུང	ཕུང་བོ
ཕུངྱེད	ཕུང་བྱེད
ཕོུུཾགས	ཕུན་གསུམ་ཚོགས
ཕུགས	ཕུན་ཚོགས
ཕོུ༹གས	ཕུན་ཚོགས
ཕོུ༹གས	ཕུན་ཚོགས
ཕོུག༹ས	ཕུན་ཚོགས
ཕོུཊ	ཕུན་ཚོགས
ཕུནོ༹ཌ	ཕུན་ཚོགས
ཕུནཚོཌ་	ཕུན་ཚོགས་
ཕུནོ༹ཊ	ཕུན་སུམ་ཚོགས
ཕུནོཾ༹ཊ	ཕུན་སུམ་ཚོགས
ཕུནུཾཚོཌ	ཕུན་སུམ་ཚོགས་
ཕཱུམ	ཕུམ་ཕུམ
ཕུའིགོན	ཕུའི་དགོན
ཕུརརྱས	ཕུར་ཕུར་བྱས
ཕུརཚུཌ	ཕུར་ཚུགས
ཕུལྟེ	ཕུལ་ཏེ
ཕུལྣསྙནེང	ཕུལ་ནས་སྙན་སེང
ཕྙོ	ཕོ་ཉ
ཕྱོག	ཕོ་ཕྱག
ཕྱོུག	ཕོ་ཕྱུག
ཕྲོང༌	ཕོ་བྲང༌
ཕཽག	ཕོ་རོག
ཕརོལ	ཕོ་རོལ
ཕྱོུད	ཕོ་རྒྱུད
ཕོགསྡེར	ཕོགས་སྡེར
ཕོཌ་	ཕོགས་
ཕོུང་	ཕོང་བོ་
པྱ་ཾ	ཕྱ་མ་
ཕྱ༹ན	ཕྱ་ཚན
ཕྱགཉིས	ཕྱག་གཉིས
ཕྱགཡས	ཕྱག་གཡས
ཕྱཾའ	ཕྱག་མདའ
ཕྱུཾད	ཕྱག་མདུད
ཕྱག༹ན	ཕྱག་མཚན
ཕྱོ༹ད	ཕྱག་མཛོད
ཕྱ༹གོལ	ཕྱག་ཚལ་ལོ
ཕྱོ༹ལ	ཕྱག་ཚལ་ལོ
ཕྱགལོ	ཕྱག་འཚལ་ལོ
ཕྱག༹ལ	ཕྱག་ཚལ
ཕྱ༹ལ	ཕྱག་ཚལ
ཕྱ༹ལོད	ཕྱག་འཚལ་བསྟོད
ཕྱ༹ལྟོད	ཕྱག་འཚལ་བསྟོད
ཕྱག༹ལོ	ཕྱག་འཚལ་ལོ
ཕྱ༹ལོ	ཕྱག་འཚལ་ལོ
ཕྱག༹ལ	ཕྱག་འཚལ
ཕྱ༹ལ	ཕྱག་འཚལ
ཕྱ་རྒྱོེན	ཕྱག་རྒྱ་ཆེན་པོ
ཕྱརྒྱེནོ	ཕྱག་རྒྱ་ཆེན་པོ
ཕྱགྱ	ཕྱག་རྒྱ
ཕྱརྒྱ	ཕྱག་རྒྱ
ཕྱགྶཻན	ཕྱག་སེན་སེན
ཕྱགྲོལཡུལྲོལཾང	ཕྱག་སྲོལ་ཡུལ་སྲོལ་མང
ཕྱཊཾ	ཕྱགས་མ
ཕྱདོ	ཕྱད་ཕྱོད
ཕྱམ༡	ཕྱམ་གཅིག
ཕྱམེ་བ	ཕྱམ་མེ་བ
ཕྱར་བ་གྲུདཊ	ཕྱར་བ་གྲུ་གདགས
ཕྱརའི་	ཕྱར་བའི་
ཕྱྲིོ	ཕྱི་དྲོ
ཕྱིང་སངསུཾ	ཕྱི་ནང་གསང་གསུམ
ཕྱིངསངསུཾ	ཕྱི་ནང་གསང་གསུམ
ཕྱིངསུཾ	ཕྱི་ནང་གསང་གསུམ
ཕྱིང་ཾསློག	ཕྱི་ནང་མ་སློག
ཕྱིང༌	ཕྱི་ནང༌
ཕྱིག	ཕྱི་ཕྱག
ཕྱིལོ	ཕྱི་རོལ
ཕྱིལོྲ	ཕྱི་རོལ
ཕྱྲོིལ	ཕྱི་རོལ
ཕྱིདོ	ཕྱི་སྣོད
ཕྱོིད	ཕྱི་སྣོད
ཕྱིནོག	ཕྱིན་ཅི་ལོག
ཕྱིནད	ཕྱིན་ཆད
ཕྱིནས	ཕྱིན་ནས
ཕྱིརུ	ཕྱིར་དུ
ཕྱིརཟློགིསོ་	ཕྱིར་བཟློག་གི་གསོ་
ཕྱིརིཾ་ལྡོགརནྱས	ཕྱིར་མི་ལྡོག་པར་གནས
ཕྱིརིཾ	ཕྱིར་མི
ཕྱིརོ	ཕྱིར་རོ
ཕྱིསུ	ཕྱིས་སུ
ཕྱིསྐྱེས	ཕྱིས་སྐྱེས
ཕྱུཌི་	ཕྱུགས་ཀྱི་
ཕྱུགསྱིས་ཕྱུག	ཕྱུགས་ཀྱིས་ཕྱུག
ཕྱུགསྐྱོང༌	ཕྱུགས་སྐྱོང༌
ཕྱུཌང	ཕྱུགས་དང
ཕྱེུར	ཕྱེ་ཕུར
ཕྱེདང	ཕྱེད་དང
ཕྱེདོལ	ཕྱེད་ཡོལ
ཕྱེདྻོལ	ཕྱེད་ཡོལ
ཕྱོགསྱི་མུ་ཁྱུད	ཕྱོགས་ཀྱི་མུ་ཁྱུད
ཕྱོགསུཾ	ཕྱོགས་གསུམ
ཕྱོཊན	ཕྱོགས་ཅན
ཕྱཽགས	ཕྱོགས་ཕྱོགས
ཕྱོུ	ཕྱོགས་བཅུ
ཕྱོལྷི་ལྱ༹ལྟོད	ཕྱོགས་བཅུའི་ལྷ་ལ་ཕྱག་འཚལ་བསྟོད
ཕྱོུའི་ལྷ་ལྱ་སྟོད	ཕྱོགས་བཅུའི་ལྷ་ལ་ཕྱག་འཚལ་བསྡོད
ཕྱོུའི	ཕྱོགས་བཅུའི
ཕྱོུར	ཕྱོགས་བཅུར
ཕྱོ༹སཾ	ཕྱོགས་མཚམས
ཕྱོུང	ཕྱོགས་ལྷུང
ཕྱོགསུ	ཕྱོགས་སུ
ཕྱོགསུ	ཕྱོགས་སུ,
ཕྱོགསྐྱེས	ཕྱོགས་སྐྱེས
ཕྱོངོ༌	ཕྱོགས་སྐྱོང༌
ཕྱོཊོང༌	ཕྱོགས་སྐྱོང༌
ཕྱོགསྐྱོང	ཕྱོགས་སྐྱོང
ཕྱཽང	ཕྱོགས་སྐྱོང
ཕྱོཊ	ཕྱོགས
ཕྱོཌ	ཕྱོགས
ཕྲོཾ	ཕྲ་མོ
ཕྲོ༹མ	ཕྲ་ཚོམ
ཕྲགདང	ཕྲག་གདང
ཕྲགོང	ཕྲག་གོང
ཕྲོག	ཕྲག་དོག
ཕྲདོག	ཕྲག་དོག
ཕྲགྱེདང	ཕྲག་ཕྱེད་དང
ཕྲགི	ཕྲག་ཕྲིག
ཕྲིས	ཕྲིན་ལས
ཕྲློུགསྐྱོནྕནྱིརློག	ཕྲུ་སློག་སྐྱོན་ཅན་ཕྱིར་སློག
ཕྲུཌ་	ཕྲུགས་
ཕྲཱུལ	ཕྲུལ་ཕྲུལ
བཏྱིང	བ་གཏིང
བྕན	བ་ཅན
བ་ྖ	བ་ཆ་
བང	བ་དང
བྱོཌ	བ་ཕྱོགས
བྱསྣས	བ་བྱས་ནས
བཾངརོ་	བ་མང་བོར་
བབྲུ	བ་འབྲུ
བརིཾ	བ་རིམ
བྴརོ་	བ་ཤར་རོ་
བྟེ	བ་སྟེ
བྲེལྱེད	བ་སྦྲེལ་བྱེད
བྲུལྱིནྲུལདྕིག	བ་སྲུལ་གྱིན་སྲུལད་ཅིག
བཀགནླདཀར	བཀག་གནད་ལ་བཀར
བཀདང་པོ	བཀད་དང་པོ
བཀ༹ལ	བཀའ་གཅལ
བཀའཉྱན	བཀའ་གཉན
བཀྲིནེ	བཀའ་དྲིན་ཆེ
བཀྲིན	བཀའ་དྲིན
བཀའ་བརྒྱདཾས་པ	བཀའ་བརྒྱད་གདམས་པ
བཀྱད	བཀའ་བརྒྱད
བཀྱུད་པ	བཀའ་བརྒྱུད་པ
བཀྱུད	བཀའ་བརྒྱུད
བཀྱུར	བཀའ་བསྒྱུར
བཀ༹ལ	བཀའ་བསྩལ
བཀློན	བཀའ་བློན
བཀའགྱུར	བཀའ་འགྱུར
བཀྱུར	བཀའ་འགྱུར
བགྱུར	བཀའ་འགྱུར
བཀྡོད	བཀའ་སྡོད
བཀ༹ལ་པ	བཀའ་སྩལ་པ
བཀྲུང༌	བཀའ་སྲུང༌
བཀྲུང༌དཾན	བཀའ་སྲུང༌དམ་ཅན
བཀསད	བཀས་བཅད
བཀྲིསན	བཀྲ་ཤིས་ཅན
བཀྲིསྙི	བཀྲ་ཤིས་ཉི་མ
བཀྲིསྙི	བཀྲ་ཤིས་ཉི
བཀྲིས་བདཻཊ་ཐོབརཤོག	བཀྲ་ཤིས་བདེ་ལེགས་ཐོབ་པར་ཤོག
བཀྲིགོ	བཀྲ་ཤིས་ཤོག
བཀྲས	བཀྲ་ཤིས
བཀྲིས	བཀྲ་ཤིས
བཀྲྃ	བཀྲམ
བྖགས	བག་ཆགས
བགགས	བག་ཆགས
བགེ༹ར	བག་མཚེར
བགངས	བག་ཡངས
བགསྱིས	བགས་ཀྱིས
བགྲེང	བགྲོ་གླེང
བངེན	བང་ཆེན
བང༹དོ	བང་མཛོད
བངེན	བང་རྟེན
བཅགཞུཌ་	བཅག་བཞུགས་
བཅགྃལ	བཅག་མལ
བཅཌ་	བཅགས་
བཅཾ	བཅང
བཅཾསྯིན	བཅངས་ཟིན
ཅཾསྙིངཅུད	བཅངས་སྙིང་བཅུད
བཅདྖ	བཅད་ཁ
བཅདུྃ	བཅད་དུམ
བཅདའི	བཅད་པའི
བཅདར	བཅད་པར
བཅདྃཚསྃ	བཅད་མཚམས
བཅདྡན	བཅད་ལྡན
བཅདྡོག	བཅད་ལྡོག
བཅདྷག	བཅད་ལྷག
བཅདྴེས	བཅད་ཤེས
བཅདྶྐྱེ	བཅད་སྐྱེས
ཅྱད	བཅད
བཅབར	བཅབ་པར
བཅབྱ	བཅབ་བྱ
བཅསྱི	བཅས་ཀྱི
བཅསྟེ	བཅས་ཏེ
བཅབསྯིན	བཅབས་ཟིན
བཅྃསྯིན	བཅམས་ཟིན
བཅའྲིསྃ	བཅའ་ཁྲིམས
བཅརྃགི	བཅའ་མིག
བཅའྯྃ	བཅའ་ཟམ
བཅའགྲིག	བཅའ་འགྲིག
བཅའཕྲང	བཅའ་འཕྲང
བཅའྻང	བཅའ་ཡང
བཅའྻིག	བཅའ་ཡིག
བཅའླག	བཅའ་ལག
བཅའྲུང	བཅའ་སྲུང
བཅརླེབ	བཅར་ལེབ
བཅསྲིསྃ	བཅས་ཁྲིམས
བཅསའིསླབ	བཅས་པའི་བསླབ
བཅསའི	བཅས་པའི
བཅསར	བཅས་པར
བཅུསུ	བཅས་སུ
བཅིཾསཀྱིཌ་	བཅིངས་བཀྱིགས་
བཅིསཾཙིར	བཅིངས་བཙིར
བཅིསྲོཾལ	བཅིངས་འགྲོལ
བཅིཾས	བཅིངས
བཅིབྱ	བཅིབ་བྱ
ཅུཨིགིས	བཅུ་གཅིག་གིས
བཅིུགོ་	བཅུ་གཅིག་པོ་
